vuln_057_SC08,1,0.4.24
vuln_058_SC08,255,0.4.25
vuln_059_SC08,1,0.4.24
vuln_060_SC08,255,0.4.19
vuln_061_SC08,255,0.4.19
vuln_062_SC08,255,0.4.19
vuln_064_SC08,255,0.4.19
vuln_063_SC08,255,0.4.19
vuln_065_SC08,255,0.4.25
vuln_066_SC08,255,0.4.15
vuln_067_SC08,255,0.4.18
vuln_068_SC08,255,0.4.19
vuln_069_SC08,255,0.4.19
vuln_070_SC08,255,0.4.2
vuln_071_SC08,255,0.4.25
vuln_046_SC08,255,0.4.23
vuln_072_SC09,255,0.4.11
vuln_073_SC09,255,0.4.19
vuln_074_SC09,255,0.4.10
vuln_075_SC09,255,0.4.25
vuln_076_SC09,255,0.4.18
vuln_077_SC09,255,0.4.10
vuln_078_SC09,255,0.4.19
vuln_079_SC09,255,0.4.19
vuln_081_SC09,255,0.4.23
vuln_080_SC09,255,0.4.21
vuln_083_SC09,255,0.4.23
vuln_084_SC09,255,0.4.19
vuln_082_SC09,255,0.4.16
vuln_085_SC09,255,0.4.15
vuln_086_SC09,255,0.4.23
vuln_087_SC01,1,0.4.24
vuln_088_SC01,1,0.8.20
vuln_089_SC01,1,0.8.20
vuln_090_SC01,1,0.4.13
vuln_091_SC01,1,0.4.11
vuln_092_SC01,1,0.8.20
vuln_093_SC01,1,0.4.16
vuln_095_SC01,1,0.8.20
vuln_094_SC01,1,0.8.20
vuln_096_SC01,1,0.8.20
vuln_098_SC01,1,0.8.20
vuln_097_SC01,1,0.4.11
vuln_099_SC05,255,0.8.20
vuln_101_SC05,255,0.4.22
vuln_102_SC05,255,0.4.25
vuln_104_SC05,255,0.4.16
vuln_103_SC05,255,0.4.24
vuln_105_SC05,255,0.4.25
vuln_106_SC05,0,0.8.20
vuln_107_SC05,255,0.4.21
vuln_109_SC05,255,0.4.24
vuln_100_SC05,255,0.4.20
vuln_110_SC05,255,0.4.22
vuln_108_SC05,255,0.4.23
vuln_111_SC05,255,0.4.25
vuln_112_SC06,1,0.4.18
vuln_115_SC06,1,0.4.18
vuln_113_SC06,255,0.4.24
vuln_116_SC06,1,0.4.21
vuln_117_SC06,255,0.4.21
vuln_118_SC06,1,0.4.11
vuln_114_SC06,255,0.4.21
vuln_119_SC06,1,0.4.16
vuln_120_SC06,255,0.5.1
vuln_121_SC06,1,0.4.16
vuln_122_SC06,1,0.4.18
vuln_123_SC06,255,0.4.24
vuln_127_SC06,255,0.4.24
vuln_125_SC06,255,0.4.24
vuln_126_SC06,255,0.4.18
vuln_128_SC06,255,0.4.11
vuln_124_SC06,255,0.4.25
vuln_131_SC06,1,0.4.18
vuln_129_SC06,255,0.4.24
vuln_132_SC06,255,0.4.23
vuln_130_SC06,255,0.4.24
vuln_133_SC06,255,0.4.16
vuln_134_SC06,255,0.4.19
vuln_135_SC06,1,0.8.20
vuln_136_SC09,255,0.4.25
vuln_139_SC09,255,0.4.25
vuln_138_SC09,255,0.4.24
vuln_140_SC09,255,0.4.25
vuln_141_SC09,255,0.4.25
vuln_137_SC09,255,0.4.13
vuln_142_SC09,255,0.4.24
vuln_143_SC09,255,0.4.24
vuln_146_SC09,255,0.4.24
vuln_147_SC09,255,0.4.21
vuln_149_SC09,255,0.8.20
vuln_148_SC09,255,0.4.16
vuln_145_SC09,255,0.5.0
vuln_150_SC09,255,0.4.18
vuln_144_SC09,255,0.4.24
vuln_301_SC01,replaced,0.4.24
vuln_302_SC06,replaced,0.4.21
vuln_303_SC06,replaced,0.4.24
vuln_304_SC06,replaced,0.4.21
vuln_305_SC06,replaced,0.4.24
vuln_306_SC06,replaced,0.4.11
vuln_307_SC08,replaced,0.4.15
vuln_308_SC08,replaced,0.4.24
