id,orig_path,label,sc_class,source
vuln_095_SC01,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/WeakAccessMod/33512007840ced1bb0aab68f47cb5f702abd494a15f26bcbe26a1e47af03d841.sol",vuln,SC01,bccc
vuln_096_SC01,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/WeakAccessMod/cba28b89eb859497f544956d64cf2ecf29b76fe2ef7175b33ea59e64293a4461.sol",vuln,SC01,bccc
vuln_097_SC01,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/WeakAccessMod/c6e3d7a233801ab89dc620453e288d0b711cb7afed67469eb40f4c783fabfa99.sol",vuln,SC01,bccc
vuln_098_SC01,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/WeakAccessMod/9644294ac4ffb3091eef01219b3fe4fe467f05890cc56af961dce68fddbb7704.sol",vuln,SC01,bccc
vuln_099_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/1ea9bae0bbcf6a841629c20664a342e0c8df815c938d7b159316bc29bbb54055.sol",vuln,SC05,bccc
vuln_100_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/011317a800b6d7a3a7e0b87d8e36e69c7926ec9fab70bba32be49e245fd2449b.sol",vuln,SC05,bccc
vuln_101_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/2d7beba78a80362c903660827ddbd487e576223e921b62e2fca01839d3cdb9ee.sol",vuln,SC05,bccc
vuln_102_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/240cd57825c98a065d07977f41668e510c6906e0813ad394627229513367b499.sol",vuln,SC05,bccc
vuln_103_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/ca0b0c65dbebaceadde552ecbd67de7e68b532574f53fabfe1a51435fc4a699c.sol",vuln,SC05,bccc
vuln_104_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/1a129478e921b8f702bce2219872537da599f0cdfaefb83b57f31f2ec77c8ad9.sol",vuln,SC05,bccc
vuln_105_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/ab0229807620042c849a5ca2a82b47ffe17c45cbe7e122e97209347b0e541166.sol",vuln,SC05,bccc
vuln_106_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/f6495e5bce8f6b16dccc1b1e83db04785f21ade9c848d3224a6b59217a70e91f.sol",vuln,SC05,bccc
vuln_107_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/38ae02e0e3eff597a8658457d6c0cdeda19851a216b20aa0ee3df42ea558c435.sol",vuln,SC05,bccc
vuln_108_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/04a8942beabbb20fdbf8ebd4bc79b0b548ecaafab1b68671b156b1e29c574281.sol",vuln,SC05,bccc
vuln_109_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/e0cd60c5e4ceec25a93260de8097edaee8542150398c099bafc438d1f35a5293.sol",vuln,SC05,bccc
vuln_110_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/368934a7c787a34bb2198cbe6e29f34235150ae835bcf6392ce0d848e43889d3.sol",vuln,SC05,bccc
vuln_111_SC05,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Timestamp/d6c7bd569c3b48049adca63ab535ca6f33723ec891d6b6a87ec3d60afa841aa3.sol",vuln,SC05,bccc
vuln_112_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/3328911573270ed53b588a6612983d8c954ce405cea0e0de774a760153bf35b5.sol",vuln,SC06,bccc
vuln_113_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/1fad1d8336b9a7e2c8ac9c9db4bb9ba8e0e29ed4f697f1461fbebf16fb578e45.sol",vuln,SC06,bccc
vuln_114_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/7ad359052eae830df9eb696e2bbe688bd133cd769a3b6c39f4ec3c9375390ede.sol",vuln,SC06,bccc
vuln_115_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/d42e58382f2edbd2854b80287aace88c724972474fc8b3a74e96da6776fbee17.sol",vuln,SC06,bccc
vuln_116_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/2713eb99d7340df06a9c9b109ea0d3691921a066795bc2468158fb46d375fb85.sol",vuln,SC06,bccc
vuln_117_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/187cb9aaa5a34c54546a470cc508fac75c2f8f7eab3a15c14871134ef7f877c2.sol",vuln,SC06,bccc
vuln_118_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/29a47d4064beda33890a590d20d11b3d2e2dd38475c83d41a720551e0d11d982.sol",vuln,SC06,bccc
vuln_119_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/337d3084b0315920c25b460d0df682705d8ded8c4392170eefb9a866709c5482.sol",vuln,SC06,bccc
vuln_120_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/UnusedReturn/34fa67b724700e1daa0ae68acbdc5e94c2a6ca8da24c6e33cecd48c3ba8d2e62.sol",vuln,SC06,bccc
vuln_121_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/UnusedReturn/c5cda32e136252cf6138bbb92da09e136776aac040e6a059b47e44adf23a99b2.sol",vuln,SC06,bccc
vuln_122_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/UnusedReturn/a299d72288ad0be902d9341523f599862cf77f69ca3843b71f7a4843e0757cff.sol",vuln,SC06,bccc
vuln_123_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/UnusedReturn/b9820b025688126dae687b384edb19eb624dc336438534bc46fbd2febf0a6621.sol",vuln,SC06,bccc
vuln_124_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/UnusedReturn/953aee2bfa27b73c185043d7bfafbfa1f4d7db985edb8dba0a3db8f068507d39.sol",vuln,SC06,bccc
vuln_125_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/UnusedReturn/9e58917a3afcf15743cc62156b8cbe46439fa13c8a746e2a685f4827c38f6a38.sol",vuln,SC06,bccc
vuln_126_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/UnusedReturn/13517b035dccb06dbba2fc92d10932f59a84a4807cfdecd75e4d704639e508d1.sol",vuln,SC06,bccc
vuln_127_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/UnusedReturn/211ed5c0bf68b0d6642216fbedea9f785de3e899f0c14ac1cba840bcd8b2b29f.sol",vuln,SC06,bccc
vuln_128_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/MishandledException/3d8cc66bfc3d88108e68fbb62cc665bc8bb1cefccb441f0ea217aaff4d2a8912.sol",vuln,SC06,bccc
vuln_129_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/MishandledException/e90e261e157500720723af9cefc7adc2fa7f48febc444af78693dccfe5cfd376.sol",vuln,SC06,bccc
vuln_130_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/MishandledException/4b8e974db66e981a9cf3b08c875211d90e939f89c4f55274adc484956cc5cbe6.sol",vuln,SC06,bccc
vuln_131_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/MishandledException/c69476380e8c91cb4a18d7f838f9b5d9189731439d59547bc34e97fce1472e28.sol",vuln,SC06,bccc
vuln_132_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/MishandledException/c445455653f3c08eefe28a001d1f2645b290fd5fe8e234cf9a876dc7672cf583.sol",vuln,SC06,bccc
vuln_133_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/MishandledException/803761b1de16cb2e12d5dd10434ffdd56d2440b7f4d3af5337e8964a42c73e51.sol",vuln,SC06,bccc
vuln_134_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/MishandledException/ddca1f5a4383aacf041c08a1601dc194ce2b5641624fee32ae25040f1801b582.sol",vuln,SC06,bccc
vuln_135_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/MishandledException/1b797deb5ce105c8e2e7593408bdda24898f5afd27c2b1944f9204ef5b088b4a.sol",vuln,SC06,bccc
vuln_136_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/cd3602ffca28892863a238da445625fede04ae423fdb46bfb7ba622b39092e15.sol",vuln,SC09,bccc
vuln_137_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/28801945168598720ac0449152d35971ab9a6e08fe2d990196beebcff6a1a789.sol",vuln,SC09,bccc
vuln_138_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/c4a47f9f909f8d2fc6b7deebbdc5898fcdf35cf91382959911111ef4407b5e93.sol",vuln,SC09,bccc
vuln_139_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/cd48ad5826aa234f9509899cb6c30723d0f97febed586ff2dbfc72f9ca56d1b6.sol",vuln,SC09,bccc
vuln_140_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/002fbde145487c0871710de42c69f020cf95653c755af352a1c9fad963d3f8c3.sol",vuln,SC09,bccc
vuln_141_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/cd5b6ec1a89658682782be7e486eba4d7c7be5ee3a0808628d3099222633a48e.sol",vuln,SC09,bccc
vuln_142_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/28985c755486e9edf5d44719f5a7ada5158ba087cbef662806380ad7b1d9e710.sol",vuln,SC09,bccc
